id_sample;APOC1;MERTK;CMTM3;XPR1;H2BC5;MSMO1;TMEM97;IFFO2;FAM89A;CTSH;DOK4;ARFGEF3;FOXA1;NCF2;SNORD62B;PYGB;H3P6;DGUOK-AS1;APOE;IGLV7-46;NES;STOM;ELN;ERRFI1;IL1RN;FZD5;LIMK2;IER5;RNU6-850P;CTSW;CHCHD2P9;LGALS2;RPS2P46;KDM7A-DT;FLVCR2;PRC1;FOXM1;MICAL1;MHENCR;CELSR2;SEZ6L2;SORD;SNAI1;MELK;MMP12;SOX9;APBA2;NFIB;GRK5;TMEM150B;tissue_status;source;class
TCGA-95-8039-01A;6.011839;2.177783;5.263538;3.864319;2.321439;4.676757;3.427444;2.280046;3.900052;7.003548;4.546979;2.23854;4.438447;4.188609;1.87103;6.33126;3.097149;1.271757;6.496534;0.672399;3.342305;7.366554;4.798271;6.057138;2.563187;3.143967;3.402677;4.452718;1.284505;2.908412;3.907495;7.542479;4.326613;1.568547;2.449173;2.32781;2.428465;3.136516;1.881997;1.059688;5.658914;2.043312;1.828646;1.52908;1.386472;3.057645;2.733209;2.63462;1.89528;1.294042;tumoral;TCGA-LUAD;ADK
TCGA-MP-A4TH-01A;5.536447;2.783281;3.346154;3.442168;2.742907;4.680177;3.135859;3.533278;2.203602;7.233455;4.229479;3.645845;4.189629;3.188055;2.461839;5.723602;3.4439;1.817503;6.685635;7.439268;2.830699;6.534867;5.235726;4.445938;1.398383;2.528785;3.366232;4.22537;2.191183;3.88256;1.433405;6.281765;1.426184;1.809038;1.648605;1.434555;1.169827;4.045014;3.081652;1.495539;3.895764;1.806795;1.612564;0.726437;2.87979;2.380309;1.180009;3.905592;2.01994;1.447654;tumoral;TCGA-LUAD;ADK
TCGA-73-4666-01A;7.05464;2.079399;4.16239;2.694791;3.932224;5.080305;3.961306;2.053333;1.423651;5.160781;1.932157;0.588717;4.3841;4.257147;1.431956;5.042594;2.965395;0.341775;7.77473;1.276469;2.191901;6.104617;1.395861;6.832671;3.041314;3.428656;3.137982;4.960558;1.698187;3.416549;3.414294;7.744447;2.514397;1.490643;3.48678;3.860857;5.447514;2.691663;1.895151;0.616501;3.543831;1.920708;3.19139;4.755911;5.578825;3.997463;0.523675;3.453443;1.544794;2.502739;tumoral;TCGA-LUAD;ADK
TCGA-95-A4VN-01A;5.113889;2.386936;4.090861;5.396024;5.5634;4.244368;3.509946;2.875265;1.496748;5.632141;2.720279;1.606592;4.285797;3.829093;2.839045;5.800768;3.648525;1.400608;6.840776;2.403256;3.817033;6.213952;2.830047;7.988425;3.144535;2.615038;3.302258;5.485774;2.232798;3.689218;4.290894;7.01619;3.865223;1.451493;2.602365;3.205491;3.152583;3.603428;2.379409;1.257384;4.152611;2.254447;3.493245;3.939498;2.769584;1.546496;0.662317;3.403873;2.163085;1.775178;tumoral;TCGA-LUAD;ADK
TCGA-39-5040-11A;8.625097;2.261257;4.11921;1.903875;1.609247;7.217556;4.137458;1.668014;4.609194;8.130204;3.632901;2.558888;2.108826;5.175497;1.752188;4.348505;2.555848;1.270827;6.239932;3.412251;4.096735;8.108988;3.348152;6.284735;5.029543;2.22265;3.955994;4.655602;0.935689;4.159715;3.143214;8.580528;2.982442;2.077089;3.15695;0.756329;0.396881;3.423772;2.313608;0.387744;1.602139;1.075007;3.596591;0.284835;0.263852;1.441649;0.407316;3.224364;3.907306;2.782805;normal;TCGA-LUSC;NTL
TCGA-38-4626-11A;9.676939;2.552043;3.836739;2.276453;2.626144;6.024721;3.631876;1.876776;4.68571;7.978254;3.648974;1.959493;3.076504;6.678828;0.741388;5.249864;3.078968;0.939876;9.274054;1.485803;3.017377;7.555977;4.220177;5.076127;4.840194;2.529456;3.674956;4.656725;0.506582;3.816661;3.334918;9.137905;1.70367;1.819922;3.986592;0.883136;0.507512;3.910546;1.875263;0.831027;2.226313;1.778;2.860409;0.535218;0.593284;2.095611;0.514953;2.203093;3.386581;4.420411;normal;TCGA-LUAD;NTL
TCGA-55-6968-11A;7.847868;2.010111;3.657595;2.126903;2.011841;6.517508;4.461945;2.556496;3.870649;7.738535;4.026524;2.32889;3.11753;6.179261;2.155661;5.296407;2.580466;1.462603;6.901125;2.119364;3.849531;6.99271;3.254834;3.46906;3.593921;3.33517;3.669716;3.833324;1.547734;4.723251;2.31697;7.840908;3.88747;1.280408;3.432002;0.976898;0.789076;3.863709;2.197423;1.352534;3.213415;1.421234;1.292392;0.481078;1.028306;1.534324;0.861751;2.988743;3.104276;3.61335;normal;TCGA-LUAD;NTL
TCGA-44-5645-11A;7.627708;2.318338;4.331658;2.377334;2.458135;5.704146;4.495033;2.433305;3.621167;7.150814;4.329926;2.519955;3.163036;5.330221;0.804318;5.172;1.890193;1.161357;7.246831;2.36954;5.384331;7.343902;4.821433;4.285906;2.41773;3.244011;4.058853;3.837175;0.501238;4.415259;2.460509;7.310044;2.027553;1.498162;2.841212;0.870798;0.616159;3.234821;2.05372;1.150347;3.22731;1.120425;2.93772;0.337265;0.508338;1.603534;0.853352;3.570264;4.931748;2.8369;normal;TCGA-LUAD;NTL
TCGA-44-6145-11A;7.134387;2.345886;3.34468;2.73709;1.969756;6.331221;3.808104;2.647602;3.763995;7.839326;3.99864;3.071547;2.672402;5.412919;1.191873;5.200968;2.857783;1.187177;5.169533;3.946544;4.452777;7.698125;3.93208;6.363849;4.35513;3.638466;3.799763;4.246592;0.0;3.384948;1.920629;7.628705;2.775805;1.566089;3.709887;0.891216;0.514426;3.501427;1.584819;0.897804;3.065424;1.006396;2.564129;0.322494;0.252872;2.624191;0.6479;3.301541;3.949293;2.790081;normal;TCGA-LUAD;NTL
TCGA-77-7335-11A;8.213888;1.377523;4.079546;2.489009;3.195836;5.994992;4.035614;1.371837;4.010437;7.702778;3.165509;1.719298;2.343501;5.825422;0.86711;4.777142;2.665621;0.576808;5.371452;2.847356;3.665334;8.13352;3.083698;4.494366;2.527664;2.900875;3.039215;3.003988;0.544653;4.357485;1.864682;8.270522;2.800239;1.125039;3.157611;0.699734;0.37734;2.167251;1.143452;0.537472;1.927779;1.230315;1.026281;0.393667;0.187328;1.0402;0.546765;3.419386;3.388959;3.388659;normal;TCGA-LUSC;NTL
TCGA-77-8007-11A;8.754523;2.678939;4.344441;2.461607;2.455445;6.150082;3.575582;2.146071;3.157354;7.882406;3.960418;1.443551;2.381847;5.521313;1.514703;4.49683;2.35008;1.064338;8.998083;3.029709;3.907292;7.924475;4.042875;4.713173;2.98013;3.098619;3.887882;3.522169;0.76971;3.101983;2.456858;7.865565;2.003441;1.684744;3.511863;1.875929;1.870227;3.403569;2.192653;0.87293;2.72943;1.640286;3.55235;1.478998;1.323827;1.397705;0.802524;2.755131;2.589832;3.608622;normal;TCGA-LUSC;NTL
TCGA-56-7823-11A;7.46882;2.268717;4.603502;2.553645;2.233252;5.53863;3.488013;2.711361;3.819352;7.82752;4.075469;2.425471;2.607;5.587833;1.807157;5.1842;3.456917;0.934473;7.681629;3.384761;5.638974;7.308998;5.398192;5.304286;4.866325;3.03459;3.891411;3.888211;1.453727;3.810021;0.160727;7.314288;1.910349;1.775494;3.559341;1.796518;1.812301;3.49105;2.335656;1.25505;3.406811;1.373469;2.446717;1.027649;1.189591;2.016309;0.941531;3.552786;4.121084;3.472705;normal;TCGA-LUSC;NTL
TCGA-49-6743-11A;6.710504;2.514261;3.684195;2.324143;1.713451;5.734005;3.921564;1.849373;4.0799;7.788872;3.762364;2.251992;2.266238;5.225447;0.992333;5.294241;2.153954;0.669216;5.338309;2.157842;4.371761;7.811404;5.059489;5.188923;3.275722;3.149408;3.496696;3.46069;0.0;3.677756;2.386683;7.597813;2.063493;1.163101;3.031368;0.776998;0.53186;2.607134;1.813136;0.722453;2.830705;1.183332;4.401669;0.489814;0.084798;2.245149;0.878299;3.623786;3.970086;2.666309;normal;TCGA-LUAD;NTL
TCGA-55-6985-11A;7.433202;2.586057;3.970185;2.738962;2.793124;6.1454;4.298625;2.440597;3.680989;7.235138;3.721018;2.955207;3.368281;6.014638;2.0644;5.035805;2.501214;1.265506;7.094336;1.856592;4.343476;7.507016;4.001314;5.081522;3.935052;3.649871;3.765066;4.235545;0.734941;2.230195;0.104375;7.303115;1.112625;1.577139;3.073204;1.071931;0.902626;3.662906;2.026914;1.333207;2.887798;1.453491;2.471316;0.589066;2.136105;2.240498;0.873254;3.60172;3.561199;2.870132;normal;TCGA-LUAD;NTL
